name,marke,kategorie,zutaten,energieKj,energieKcal,fett,gesaettigteFettsaueren,kohlenhydrate,zucker,eiweiss,salz,ean,preis,quelleUrl,bildUrl
Corny Erdbeer-Joghurt Riegel 6ST 150G,"Schwartauer Werke GmbH & Co. KG, Lübecker Straße 49-55, 23611 Bad Schwartau, www.schwartau.de",Müsli- & Fruchtriegel,"Geröstete Vollkorngetreideflocken (HAFER- 12%, GERSTEN- 5%, WEIZEN- 5%), Glukosesirup, Getreidecrispies (WEIZENMEHL 14%, Zucker, Reismehl 2%, Maismehl 2%, GERSTENMALZ, Salz, Karamellzuckersirup), pflanzliches Fett (Palme, Kokosnuss), VOLLMILCH-JOGHURTPULVER 6%, Glukose-Fruktose-Sirup, Traubenzucker, Honig 4%, Stabilisator Glycerin, Zucker, Erdbeersaftkonzentrat 1%, VOLLMILCHPULVER, natürliche Aromen, Erdbeerpulver 0,3%, Maisstärke, Säuerungsmittel Citronensäure, Emulgator Sonnenblumen-Lecithine, Salz, rote Bete-Pulver.",1872,446,"17,1","13,5","65,5","24,3","6,4","0,45",0,2.49,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Muesli-Fruchtriegel/Corny-Erdbeer-Joghurt-Riegel-6ST-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/corny_erdbeerjoghurt_riegel_6st_150g.jpg
Maggi Fix Pasta Funghi 36G,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Soßen,"Stärke*, WEIZENMEHL*, Gewürze* (Zwiebeln, Knoblauch, Kerbel, Rosmarin, Schnittlauch, Pfeffer, Thymian, Oregano, Kurkuma), Jodsalz (Salz, Kaliumjodat), SAHNEPULVER*, MOLKENERZEUGNIS, Zucker*, natürliche Aromen* (mit WEIZEN, MILCH), Zwiebeln*, Würze* (aus WEIZEN), Salz*, SELLERIEBLÄTTER*, Sonnenblumenöl*. Kann EIER, SENF und SOJA enthalten. *Natürliche Zutaten.",631,147,"6,7","3,3",18,2,4,"0,71",0,1.19,https://www.edeka24.de/Lebensmittel/Sossen/Maggi-Fix-Pasta-Funghi-36G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_fix_pasta_funghi_36g.jpg
EDEKA Herzstücke Zimtschnecken 567G,"EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Backen & Desserts,"Backmischung (WEIZENMEHL, Zucker, Speisesalz, Säuerungsmittel: Kaliumtartrate; Backtriebmittel: Natriumcarbonate; Zimt), Glasurmischung (Zucker, LAKTOSE, modifizierte Stärke), Zucker-Zimt-Mischung (Zucker, Kokosblütenzucker, Zimt, färbendes Lebensmittel: Karamell), Trockenbackhefe (Hefe, Emulgator: Sorbitanmonostearat). Das Produkt kann Spuren von EI, LUPINEN, MILCH, SCHALENFRÜCHTEN, SENF und SOJA enthalten.",1461,347,"9,2","3,5","58,6","23,2","6,4","0,55",0,3.29,https://www.edeka24.de/Lebensmittel/Backen-Desserts/EDEKA-Herzstuecke-Zimtschnecken-567G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_herzstcke_zimtschnecken_567g.jpg
Schwartau Extra Himbeer-Johannisbeer Gelee 340G,"Schwartauer Werke GmbH & Co. KG, Lübecker Straße 49-55, 23611 Bad Schwartau, www.schwartau.de",Frühstück & Snacks,"Zucker, Fruchtsaft (roter Johannisbeersaft 32%, Himbeersaft 18%), Geliermittel Pektin, Zitronensaftkonzentrat.",1014,239,"0,1","0,0","58,1","58,0","0,4","0,03",0,2.99,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Schwartau-Extra-Himbeer-Johannisbeer-Gelee-340G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/schwartau_extra_himbeerjohannisbeer_gelee_340g.jpg
Saupiquet Thunfisch-Salat Italiana 160G,"Bolton Deutschland GmbH, Bischofstr. 86, 47809 Krefeld, www.saupiquet.de",Konserven,"Nudeln 26% (HARTWEIZEN, EIER), THUNFISCH* 23%, Paprika 15%, Sonnenblumenöl, Tomaten 8%, Karotten, schwarze Oliven 3%, grüne Oliven 3%, getrocknete Tomaten 1,9%, Salz, Aromen. *Euthynnus (Katsuwonus) pelamis.",755,181,11,"2,7",11,"0,8","9,1","1,3",0,3.19,https://www.edeka24.de/Lebensmittel/Konserven/Saupiquet-Thunfisch-Salat-Italiana-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/saupiquetthunsalatitalia.jpg
HAK Edamame Bohnen 150G,"HAK B.V., Postbus 2, NL-4283 ZG Giessen",Gemüsekonserven,"Edamame Bohnen (SOJABOHNEN), Wasser, Festigungsmittel (Calciumchlorid), Meersalz.",451,108,"5,3","0,7","2,2","1,8","10,6","0,25",0,3.19,https://www.edeka24.de/Lebensmittel/Konserven/Gemuesekonserven/HAK-Edamame-Bohnen-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/hakedaboh.jpg
Funny-Frisch Chipsfrisch Oriental 150G,"Intersnack Deutschland SE, Erna-Scheffler-Str. 3, 51103 Köln, www.intersnack.de",Chips & Knabbereien,"Kartoffeln, pflanzliche Öle (Sonnenblume, Raps in veränderlichen Gewichtsanteilen), Zucker, natürliches Aroma, Speisesalz, Knoblauchpulver, Tomatenpulver, Zwiebelpulver, Hefeextrakt, Gewürze und Gewürzextrakte (Paprika, Chili, Pfeffer, Nelken, Ingwer, Piment, Koriander).",2218,532,33,"2,9",50,"2,8","5,6","1,3",0,2.29,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Chips-Knabbereien/Funny-Frisch-Chipsfrisch-Oriental-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ffchifriori.jpg
Pfälzer Spezialitäten Schwartenmagen 200G,"Pfälzer Spezialitäten GmbH & Co. KG, In den Waldstücke 9, 76829 Landau, www.kissel-hausmetzgerei.de",Wurstkonserven,"43% Schweinefleisch, Trinkwasser, Schweineschwarten, Schweinebauch, Nitritpökelsalz (Salz, Konservierungsstoff: E250), Gewürze, Dextrose, Speisesalz, Stabilisator: E450; Antioxidationsmittel: E301; Würze. kann Spuren von SENF und SELLERIE enthalten.",802,193,13,"5,1","2,1","0,2","16,8","2,1",0,4.29,https://www.edeka24.de/Lebensmittel/Konserven/Wurstkonserven/Pfaelzer-Spezialitaeten-Schwartenmagen-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/pflzer_spezialitten_hausmacher_schwartenmagen_200_g.jpg
28 Black Açaí Zero 24x250ML,"Splendid Drinks AG, Am Scheerleck 8, L-6868 Wecker, www.splendid-drinks.com",Vorteilspack,"Wasser, Açaí-Extrakt, Guarana-Extrakt, Kohlensäure, Koffein, Süßungsmittel (Natriumcyclamat, Acesulfam-K, Aspartam), Vitaminmischung (Vitamin C, Niacin, Pantothensäure, Vitamin B6, Vitamin B12), Inosit, färbendes Konzentrat aus Karotte, natürliches Aroma, Säuerungsmittel (Citronensäure, Milchsäure), Säureregulator (Trinatriumcitrat), Antioxidationsmittel (Ascorbinsäure), Stabilisator (E414). Enthält eine Phenylalaninquelle. Menge bestimmter Zutaten Nähr- und Brennwerte je 100 ml:5), Säureregulator (Trinatriumcitrat)* Isomaltulose ist eine Glukose- und Fruktosequelle",10,2,0 g,0 g,0 g,0 g,0 g,"0,03 g",0,38.54,https://www.edeka24.de/vorrat/28-Black-A-a-Zero-24x250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/28-black-acai-zero.jpg
Maggi Würzmischung 5 - Hackfleisch 8x75G,"Maggi GmbH, 78221 Singen (Hohentwiel)",Vorteilspack,"WEIZENMEHL, Jodsalz (Salz, Kaliumjodat), Gewürze (8,7 % Zwiebelpulver, Pfeffer, Knoblauchpulver, Majoran, Muskatnuss, Kümmel), Geschmacksverstärker Mononatriumglutamat, Maltodextrin, 4,4 % Zwiebeln,Palmfett. Kann SELLERIE, EIER, MILCH, SENF und SOJA enthalten.",1093,259,"5,2","2,8","40,9","5,8","10,5","32,5",0,16.65,https://www.edeka24.de/vorrat/Maggi-Wuerzmischung-5-Hackfleisch-8x75G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/4005500027911_8er_web_1000x1000px-23501259.jpg
Ti Bio Grüner Tee & Mango 6x1L,"Teeküche GmbH, Brunnenstraße 1, 61184 Karben",Vorteilspack,"Grüntee-Aufguss (Wasser, Grünteeblätter*), Zucker, Mangosaft**(3 %), Säuerungsmittel Citronensäure, natürliches Aroma. *aus kontrolliert biologischem Anbau **aus Fruchtsaftkonzentrat",65,15,0,0,"3,8","3,5",0,"0,03",0,10.78,https://www.edeka24.de/vorrat/Ti-Bio-Gruener-Tee-Mango-6x1L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ti_bio_grner_tee_amp_mango_6x1l.jpg
Milka Caramel 100G,"Mondelez Deutschland Services GmbH & Co. KG, Konsul-Smidt-Straße 21, 28217 Bremen, hwww.mondelezinternational.com",Süß & Salzig,"Zucker, Glukosesirup, Kakaobutter, Glukose-Fruktose-Sirup, Süßmolkenpulver (aus MILCH), MAGERMILCHPULVER, Kakaomasse, Palmöl, BUTTERREINFETT, Emulgatoren (SOJALECITHIN, E471, Sonnenblumenlecithin), Aromen, HASELNÜSSE, Speisesalz. KANN ANDERE NÜSSE UND WEIZEN ENTHALTEN.",1996,477,23,13,62,51,"4,1","0,46",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Milka-Caramel-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/milka_caramel_100_g.jpg
Tress Original Feine Suppennudeln 500G,"Franz Tress GmbH & Co. KG, Dottinger Str. 69; D-72525 Münsingen",Nudeln,"HartWEIZENgrieß, frische EIER (10 %).",1541,363,"2,6","0,6",71,"3,3",14,"0,05",0,2.79,https://www.edeka24.de/Lebensmittel/Beilagen/Nudeln/Tress-Original-Feine-Suppennudeln-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/tress_original_feine_suppennudeln_500g.jpg
Knorr Fix Würstchen Gulasch 44G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen,"Reismehl, Stärke, 13% Tomatenpulver³, Sonnenblumenöl, 11% Gemüsepaprika³, Aromen, 4,5% Paprika³, jodiertes Speisesalz, 3,5% Zwiebeln³, Champignons³, MILCHZUCKER, Maiskeimöl, Röstzwiebeln³, Petersilie³, Zucker, Hefeextrakt, Würze, MILCHEIWEISS, Cayennepfeffer, Muskatnuss. Kann GLUTENHALTIGE GETREIDE, EI, SOJA, SELLERIE und SENF enthalten. ³aus nachhaltigem Anbau.",675,161,14,"3,9",4,"1,5","5,6",1,0,1.29,https://www.edeka24.de/Lebensmittel/Sossen/Knorr-Fix-Wuerstchen-Gulasch-44G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/kfwrstchengulasch.jpg
Ben's Original Langkorn-Reis Kochbeutel 500G,"Mars GmbH, Eitzer Straße 215, 27281 Verden, www.mars.com",Beilagen,Parboiled Langkorn-Reis.,665,157,"0,5","0,1",34,"0,5","3,3","0,01",0,2.89,https://www.edeka24.de/Lebensmittel/Beilagen/Ben-s-Original-Langkorn-Reis-Kochbeutel-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ben039s_original_langkornreis_10minuten_kochbeutel_500g.jpg
EDEKA Herzstücke Thunfisch Salat Oriental Style 160G,"EDEKA Zentrale Stiftung & Co.KG, 22291 Hamburg",Fischkonserven,"25% THUNFISCH, Rapsöl, Wasser, 10% BULGUR (HARTWEIZEN), 9% rote Paprika, 8% Zwiebeln, 7% Karotten, 6% Kichererbsen, 6% Tomaten, 4,7% Erbsen, Zitronensaft, Speisesalz, Gewürze, Verdickungsmittel: Xanthan; Gewürzextrakt. Das Produkt kann Spuren von EI, MILCH und SENF enthalten.",170,708,"9,1","0,8","11,2","1,1","9,5","0,97",0,2.19,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Herzstuecke-Thunfisch-Salat-Oriental-Style-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_herzstcke_thunfisch_salat_oriental_style_160g.jpg
Bebivita Anfangsmilch Pre 500G,"Bebivita GmbH, Zeughausstr. 3, 85276 Reisgang, www.bebivita.de",Baby & Kleinkind,"MAGERMILCH, MOLKENERZEUGNIS, pflanzliche Öle (Palmöl*, Rapsöl, Sonnenblumenöl), LACTOSE, Kaliumchlorid, FISCHÖL(1), Calciumcarbonat, Natriumcitrat, Mortierella alpina-Öl, Cholin, Calciumorthophosphate, L-Tyrosin, Natriumselenit, Vitamin C, Zinksulfat, L-Tryptophan, Magnesiumcarbonat, Eisensulfat, Kaliumjodat, Mangansulfat, Niacin, Vitamin E, Pantothensäure, Kupfersulfat, Vitamin B1, Vitamin A, Vitamin B6, Folsäure, Vitamin K, Vitamin D, Biotin. (1)enthält DHA (gesetzlich für Säuglingsanfangsnahrung vorgeschrieben). DHA gehört zur Familie der Omega-3 Fettsäuren. *aus nachhaltigem Anbau",278,66,"3,6","1,5","7,1","7,1","1,4",,0,7.49,https://www.edeka24.de/Drogerie/Baby-Kleinkind/Bebivita-Anfangsmilch-Pre-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bebivita_pre_anfangsmilch_500g.jpg
Thomy Les Sauces Hollandaise Legérè 250ML,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Fertige Soßen,"Trinkwasser, 7% Sonnenblumenöl, modifizierte Stärke, 1,4% EIGELB, Zucker, Jodsalz, Zitronensaft aus Zitronensaftkonzentrat, Weißweinessig, Hefeextrakt,Zwiebelpulver, Aromen (mit EI, MILCH, SENFÖL), Zwiebelpulver, Verdickungsmittel Xanthan.",390,94,"7,6","0,8","5,6","1,9","0,5","1,1",0,1.79,https://www.edeka24.de/Lebensmittel/Sossen/Fertige-Sossen/Thomy-Les-Sauces-Hollandaise-Leg-r-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/thomy_les_sauces_hollandaise_legr_250_ml.jpg
"Maggi Bio Ideen vom Wochenmarkt Gemüse Bouillon ergibt 5,5L","Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Würzmittel & Brühen,"Salz, 25,3 % Gemüse (8 % Zwiebeln*, 6 % Karotten*, 6 % Pastinaken*, SELLERIE*, Spinat*), Kartoffelstärke*, Zucker*, Gewürze (Zwiebelpulver*, Kurkuma*, Ingwer*, Knoblauch*, Pfeffer*), Kräuter (Liebstöckel*, Petersilie*), Sonnenblumenöl*. * Aus kontrolliert ökologischer Landwirtschaft. Kann GLUTENHALTIGES GETREIDE, EIER, MILCH, SENF und SOJA enthalten.",14,3,0,0,"0,6","0,2","0,1",1,0,2.49,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Maggi-Bio-Ideen-vom-Wochenmarkt-Gemuese-Bouillon-ergibt-5-5L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bio_maggi_gembouillon_f55l.jpg
Erasco Feurige Thai-Suppe 390ML,"GB Foods Deutschland GmbH, Geniner Straße 88-100, 23560 Lübeck, www.thegbfoods.com",Suppen-Eintöpfe,"Wasser, 5,1% Glasnudeln (Wasser, Mungobohnenstärke), 4,2% gegartes Hühnerfleisch (Hühnerfleisch, Salz), 3,3% Mungbohnenkeimlinge, 2,6 % Bambussprossen, rote Paprika, Möhren, Aromen (enthält EI), 0,8% Mu-err-Pilze, Hühnerfett, Zucker, Salz, Kochsalzersatz (Kaliumchlorid), Dextrose, Zitronensaftkonzentrat, färbender Möhrenextrakt, Verdickungsmittel: Guarkernmehl. Kann Spuren von SELLERIE, MILCH, SOJA, WEIZEN (GLUTEN) und SENF enthalten.",133,32,"1,2","0,4","3,6","1,1","1,5","0,9",0,2.19,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-Eintoepfe/Erasco-Feurige-Thai-Suppe-390ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/erasco_feurige_thaisuppe_390ml.jpg
Knorr Salatkrönung Balsamico-Kräuter 5ST,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Salatkräuter,"Zucker¹, Stärke¹, jodiertes Speisesalz, Maltodextrin, Säureregulator Natriumdiacetat3, Säuerungsmittel Citronensäure, 4,2% Kräuter (Petersilie¹², 1% Oregano¹²), Apfelpulver, 2,9% Balsamico-Essig-Pulver¹ (Weinessig, Traubenmost), Rohrzucker¹, gemahlene SENFKÖRNER¹, Paprika¹, MILCHZUCKER, 1,8% Zwiebeln, GERSTENMALZEXTRAKT¹, Zitronensaftpulver¹, Kurkuma¹, Knoblauch¹², Pfeffer¹, Speisesalz. Kann EI, SELLRERIE, SOJA, andere GLUTENHALTIGE GETREIDE enthalten. ¹Natürliche Zutaten sind mit einem Sternchen gekennzeichnet. ²aus nachhaltigem Anbau. 3Salz der Essigsäure.",1834,438,45,"6,5","7,7","4,4","0,5","1,8",0,1.59,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Salatkraeuter/Knorr-Salatkroenung-Balsamico-Kraeuter-5ST.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_salatkrnung_balsamicokruter_5st_55g.jpg
Belli Cantuccini 250G,"Biscottificio Belli srl, Via dell'Albereto 26/28/30, IT-50041 Calenzano, www.biscottificiobelli.it",Süß & Salzig,"WEIZENMEHL, Zucker, MANDELN (25%), pasteurisierte VOLLEIER, pasteurisiertes HÜHNEREIGELB, BUTTER, Blütenhonig, Salz. Backtriebmittel: Ammoniumhydrogencarbonat, Dinatriumdiphosphat, Natriumhydrogencarbonat, Aromen. Kann Spuren von ANDEREN SCHALENFRÜCHTEN und SOJA enthalten.",1774,424,16,3,60,32,10,"0,06",0,3.99,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Belli-Cantuccini-250G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/prato_belli_cantuccini_mandel_250g.jpg
EDEKA Herzstücke Apfelmus ohne Zuckerzusatz 710G,"EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Obstkonserven,"Äpfel, Säuerungsmittel: Äpfelsäure, Antioxidationsmittel: Ascorbinsäure.",240,57,"0,1","0,05","12,5","11,6","0,3","0,01",0,2.09,https://www.edeka24.de/Lebensmittel/Konserven/Obstkonserven/EDEKA-Herzstuecke-Apfelmus-ohne-Zuckerzusatz-710G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_apfelmus_ohne_zuckerzusatz_710g.jpg
yfood Choco Vegan Trinkmahlzeit 500ML,"yfood Labs GmbH, Landwehrstraße 60, 80336 München, www.yfood.com",Fertiggerichte,"Wasser, SOJAPROTEIN, pflanzliche Öle (Raps, Sonnenblume), lösliche Maisfaser, Maltodextrin, glutenfreie HAFERFASER, Tapiokastärke, Reispulver (Reismehl, Reisstärke, Reissirup), fettarmer Kakao 1,9%, Vitamine (A, C, K, B1, B3, B5, B6, Folsäure, B12), Mineralstoffe (Chlorid, Calcium, Magnesium, Zink, Mangan, Selen, Chrom, Molybdän, Jod), Emulgator: Lecithine (SOJA); Maisstärke, Süßungsmittel: Sucralose; Stabilisatoren: Johannisbrotkernmehl, Gellan; Salz, natürliche Aromen.",418,100,"4,9","0,5","7,8","0,8","5,3","0,24",0,4.49,https://www.edeka24.de/Lebensmittel/Fertiggerichte/yfood-Choco-Vegan-Trinkmahlzeit-500ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/yfoodchoco.jpg
Flying Goose Sriracha Mayoo Sauce 455ML,"Kreyenhop & Kluge GmbH & Co. KG, Industriestraße 40-42, 28876 Oyten, Germany",Grillsaucen,"Wasser, Chili 20%, SOJAÖL, Zucker, Branntweinessig, modifizierte Maisstärke, Salz, Verdickungsmittel: Xanthan (E415); Knoblauch, SENFsamen, Säuerungsmittel: Essigsäure (E260), Citronensäure (E330); Geschmacksverstärker: Mononatriumglutamat (E621); Konservierungsstoff: Kaliumsorbat (E202); Antioxidationsmittel: tert.-Butylhydrochinon (E319); Farbstoff: Riboflavine (E101). Kann Spuren von ERDNÜSSEN enthalten.",1170,281,19,"2,8",26,17,"0,9","4,1",0,4.89,https://www.edeka24.de/Lebensmittel/Sossen/Grillsaucen/Flying-Goose-Sriracha-Mayoo-Sauce-455ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/flygsrirachmayoo_sauce455ml.jpg
Maggi Für Genießer Kräuter Sauce ergibt 250ML,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Soßen,"Kartoffelstärke*, WEIZENMEHL*, Palmfett*, Jodsalz (Salz, Kaliumjodat), MILCHEIWEISSERZEUGNIS*, Reismehl*, 3,2 % Kräuter* (2,1 % Dill, Petersilie), Zucker*, Hefeextrakt, Gewürze* (Zwiebeln, Knoblauch, Muskatnuss), SELLERIE*, MILCHZUCKER*, natürliche Aromen*, MILCHEIWEISSERZEUGNIS*, Säuerungsmittel Citronensäure*, Liebstöckelextrakt*. Kann EIER, SENF und SOJA enthalten. *Natürliche Zutaten.",425,101,"7,4","4,3",7,"1,5","1,6",1,0,1.19,https://www.edeka24.de/Lebensmittel/Sossen/Maggi-Fuer-Geniesser-Kraeuter-Sauce-ergibt-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggikrutrsauce.jpg
"The Singleton Whisky 12 Jahre 40% 0,7L - Abverkauf","Diageo Germany GmbH, Reeperbahn 1, 20359 Hamburg, www.diageo.com",Single Malt Whisky,Mit Farbstoff (Zuckerkulör).,,,,,,,,,0,22.00,https://www.edeka24.de/Wein-Spirituosen/Spirituosen/Whisky/Single-Malt-Whisky/The-Singleton-Whisky-12-Jahre-40-0-7L-Abverkauf.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/the_singleton_whisky_12_jahre_40_07l.jpg
Maille Senf mittelscharf cremig und mild 200ML,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Senf-Meerrettich,"55% Dijon-SENF (Wasser, BRAUNSENFSAAT, Branntweinessig, Salz, Säuerungsmittel: Citronensäure, Konservierungsstoff: KALIUMMETABISULFIT), Sonnenblumenöl, Wasser, Dextrose, Weissweinessig, modifizierte Maisstärke, Salz, Verdickungsmittel: Xanthan, SENFMEHL, Pfefferextrakt.",1210,290,27,"2,7","9,3","4,5","3,9","4,3",0,2.89,https://www.edeka24.de/Lebensmittel/Sossen/Senf-Meerrettich/Maille-Senf-mittelscharf-cremig-und-mild-200ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maillemittelscharfcremigmild2.jpg
Alnatura Bio Tomatensauce Toscana 325ML,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Tomatensoße-Pesto,"Tomaten* 94%, Gemüse* 5,5% (in veränderlichen Gewichtsanteilen:Karotten*, Zwiebeln*, SELLERIE*), Basilikum*, Meersalz *aus biologischer Landwirtschaft. Kann GLUTEN  enthalten.",118,28,"0,2",0,"4,2","3,5","1,1","0,7",0,2.29,https://www.edeka24.de/Lebensmittel/Sossen/Tomatensosse-Pesto/Alnatura-Bio-Tomatensauce-Toscana-325ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_tomatensauce_toscana_325ml.jpg
Alnatura Bio Salat Kräuter Gewürzmischung 40G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Würzmittel & Brühen,"Dillspitzen*, Zwiebeln*, Tomate*, Lauch*, Pastinake*, Karotte*,Petersilie* *aus biologischer Landwirtschaft. Kann Spuren von SELLERIE und SENF erhalten.",,,,,,,,,0,2.89,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Alnatura-Bio-Salat-Kraeuter-Gewuerzmischung-40G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_salat_kruter_gewrzmischung_40g.jpg
"Meßmer Cold Tea Eistee Pfirsich 14ST 38,5G","Ostfriesische Tee Gesellschaft GmbH & Co. KG, Bosteler Feld 6, 21218 Seevetal, www.otg.de",Tee,"Schwarzer Tee (77%), natürliches Aroma, Süßkraut, Säuerungsmittel: Citronensäure, Zichorienwurzeln geröstet, Pfirsichfruchtstücke (Pfirsich, Maltodextrin).",3,1,0,0,"0,2","0,1",0,0,0,3.49,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Messmer-Cold-Tea-Eistee-Pfirsich-14ST-38-5G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/meamp223mer_cold_tea_eistee_pfirsich_14st_385g.jpg
Tress Original Spaghetti 500G,"Franz Tress GmbH & Co. KG, Dottinger Str. 69; D-72525 Münsingen",Nudeln,"HartWEIZENgrieß, frische EIER (10 %)",1530,361,"2,5","0,8",70,3,13,"0,05",0,2.79,https://www.edeka24.de/Lebensmittel/Beilagen/Nudeln/Tress-Original-Spaghetti-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/tress_original_spaghetti_500g.jpg
"RUF Dessertsosse Vanille ohne Kochen für 1,5l 72G","Ruf Lebensmittelwerk KG, Oldenburger Str. 1, 49610 Quakenbrück, www.ruf.eu",Pudding-Dessert,"Zucker (81,1 %), modifizierte Stärke, Verdickungsmittel (Guarkernmehl, Carrageen), Maltodextrin, Aroma, Farbstoff Carotin.",328,78,"1,5","0,9","12,8","11,6","3,1","0,13",0,0.99,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Pudding-Dessert/RUF-Dessertsosse-Vanille-ohne-Kochen-fuer-1-5l-72G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ruf_dessert_soe_vanille_geschmack_ohne_kochen_3x_24_g.jpg
Mutti Tomatenmark 3-fach konzentriert 200G,"Mutti S.P.A., Via Traversetolo 28, IT-43022 Montechiarugolo Parma",Tomatensoße-Pesto,"Tomate 99,6%, Salz.",537,127,"0,2","0,1",23,16,"5,7","0,5",0,2.19,https://www.edeka24.de/Lebensmittel/Sossen/Tomatensosse-Pesto/Mutti-Tomatenmark-3-fach-konzentriert-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mutti_tomatenkonzentrat_3fach_tube_200g.jpg
